name,team,gradClass,position,height,weight,highSchool,homeTown_city,homeTown_state
Isak Oystese,University of Rhode Island,Sr,Forward,6'0,168,Lambertseter Upper Secondary School,Oslo, Norway
Keegan Walker,University of Rhode Island,Jr,Midfielder,5'9,,Toronto FC (UW Green Bay),Oakville, Canada
Patrick Gryczewski,University of Rhode Island,Sr,Midfielder,6'0,157,Plainville (Hartford),Plainville, Conn.
Kevin Rivas,University of Rhode Island,R-Fr,Defender,5'9,155,Conard,West Hartford, Conn.
Mathias Taylor,University of Rhode Island,Jr,Forward/Midfielder,6'1,178,Oliver Ames,North Easton, Mass.
Lucas Lykkegaard,University of Rhode Island,So,Defender,5'9,159,Bgsværd Kostkole og Gymnasium,Farum, Denmark
Joseph Mwamba,University of Rhode Island,So,Defender,6'0,168,Brønby Gymnasium,Brøndby, Denmark
Theo Harris,University of Rhode Island,Fr,Forward,6'2,184,Shattuck St. Mary's,Carolina, R.I.
Kai Carroll,University of Rhode Island,R-So,Defender,6'1,169,Worcester Academy (Franklin Pierce),Essex, Mass.
Connor Froberg,University of Rhode Island,R-Fr,Midfielder,5'8,158,North Kingstown,Jamestown, R.I.
Brett Schwab,University of Rhode Island,R-So,Defender/Midfielder,6'0,160,East Providence,East Providence, R.I.
Jason Morrill,University of Rhode Island,R-Jr,Defender,6'0,165,Cromwell,Cromwell, Conn.
Íñigo Etxegarai,University of Rhode Island,Jr,Forward,5'7,142,University of Basque Country,San Sebastian, Spain
Tim Huhnholz,University of Rhode Island,Fr,Defender,6'4,184,Paul-Pfinzing-Gymn. Hersbruck,Amberg, Germany
Nate Yurkovic,University of Rhode Island,So,Defender,5'9,160,Worcester Academy,Clinton, Mass.
Nate DiLoreto,University of Rhode Island,R-Jr,Goalkeeper,6'1,170,Bristol Eastern (Hartford),Bristol, Conn.
William Synnestvedt,University of Rhode Island,Fr,Goalkeeper,6'2,180,Tabor Academy,Cohasset, MA
Joey Turco,University of Rhode Island,R-So,Defender,5'10,150,South Kingstown,Kingston, R.I.
Kayden Kropf,University of San Diego,Jr,Goalkeeper,6'2,180,Mission Bay,San Diego, CA
Nick Webster,University of San Diego,Jr,Goalkeeper,6'2,175,West Career and Technical Academy,Las Vegas, NV
Luis Ludosan,University of San Diego,Gr,Goalkeeper,6'7,235,Flatow Oberschule,Mannheim, Germany
Michael Roman,University of San Diego,Fr,Defense,6'2,180,Menlo Atherton,Menlo Park, CA
Simon Duus Muller,University of San Diego,Jr,Defense,6'5,205,Gefion Gymnasium,Copenhagen, Denmark
Owen Walz,University of San Diego,Jr,Defense,6'1,170,K12 Academy,Arlington, VA
Sami Tsipena,University of San Diego,Jr,Midfield,5'10,160,Crespi Carmelite,Encino, CA
Ethan Warne,University of San Diego,Sr,Defense,6'2,190,Dereham Sixth Form,Norwich, England
Oliver Rhoades,University of San Diego,So,Midfield,5'10,155,California Connections Academy,Huntington Beach, CA
Josh Martinez,University of San Diego,Jr,Midfield,6'3,165,Hamilton,Chandler, AZ
Steven Ramirez,University of San Diego,So,Forward,5'11,155,Virtual Learning Academy,Garden Grove, CA
Samy Kanaan,University of San Diego,Jr,Forward,5'11,155,Rancho Bernardo,San Diego, CA
Cesar Bahena,University of San Diego,Jr,Midfield,5'9,150,Escondido,Escondido, CA
Trevor Dillon,University of San Diego,Gr,Defense,6'2,185,Corner Canyon,Draper, UT
Mateo Zazueta,University of San Diego,Gr,Midfield,5'9,155,Otay Ranch,San Diego, CA
Volodymyr Kubrakov,University of San Diego,So,Midfield,5'10,165,Mountainside (OR),Luhansk, Ukraine
Owen Riecke,University of San Diego,So,Midfield,5'9,160,King Kekaulike,Wailuku, HI
Jaxson Findlay,University of San Diego,So,Forward,6'1,160,Coronado,Henderson, NV
Vicente Ayala,University of San Diego,Jr,Midfield,6'2,180,Coronado,Las Vegas, NV
Ethan McNaughton,University of San Diego,So,Midfield,6'1,170,San Dieguito Academy,Cardiff-by-the-Sea, CA
Kevin Pena,University of San Diego,Jr,Midfield,5'5,125,San Marcos,San Marcos, CA
Conner Gardenhour,University of San Diego,Fr,Midfield,6'1,160,Weber,North Ogden, UT
Christian Vigil,University of San Diego,Jr,Midfield,5'10,160,Carlsbad,Carlsbad, CA
Inigo Villaldea,University of San Diego,Gr,Midfield,6'0,165,Domincan School,Gijón, Spain
Luca Fava,University of San Diego,Fr,Midfield,5'9,160,Pearson Academy,Yorba Linda, CA
Iain Wagner,University of San Diego,Fr,Midfield,5'9,160,Saint Augustine,San Diego, CA
Jack Sandmeyer,University of San Diego,Sr,Defense,6'4,170,Saint Augustine,San Diego, CA
Taj Eagleston,University of San Diego,Fr,Midfield,5'10,150,California Connections Academy,Hermosa Beach, CA
Tyler Severs,University of San Diego,Fr,Defense,6'1,165,Bishop Blanchet,Bothell, WA
Devin Dillon,University of San Diego,Fr,Defense,6'2,170,Corner Canyon,Draper, UT
Godwin Antwi,University of San Diego,Fr,Forward,5'8,145,Del Norte (CA),Accra, Ghana
Brando Oros,University of San Diego,Fr,Defense,6'3,205,San Pasqual,Escondido, CA
Gus Velez,University of San Diego,Fr,Forward,6'5,195,Saint Augustine,San Diego, CA
Donovan Parisian,University of San Diego,So,Goalkeeper,6'4,205,Casteel,Queen Creek, AZ
Mathias Bauer,University of San Diego,Fr,Defense,6'1,180,Gertrud von-Le-Fort-Gymnasium Oberstdorf,Oberstdorf, Germany
Lucas Jones,University of San Francisco,Jr,Goalkeeper,5'11,,,San Francisco, Calif.
Kian Jones,University of San Francisco,Jr,Midfielder,5'8,,Sacred Heart Cathedral HS,San Francisco, Calif.
Ryan Firestone,University of San Francisco,So,Defender,5'11,,Barca Residency Academy/ASU Prep,Los Angeles, Calif.
Matthew Duggan,University of San Francisco,Sr,Defender,,,St. Ignatius College Prep,San Francisco, Calif.
Matisse Chretien,University of San Francisco,Jr,Defender,,,,Contrecoeur, Quebec
Mason Dougherty,University of San Francisco,Sr,Midfielder,5'11,,Shoreline HS,Seattle, Wash.
Alex Solomis,University of San Francisco,Jr,Midfielder,5'10,,The English School Nicosia,Nicosia, Cyprus
Isaiah Easley,University of San Francisco,Sr,Forward,,,,Kailua Kona, Hawai'i
Olivier Sylvain,University of San Francisco,Sr,Midfielder,6'3,,,Montreal, Quebec
Rayden  Daijo,University of San Francisco,Gr,Defender,5'10,,Punahou School,Kailua, Hawaii
William Krause,University of San Francisco,Jr,Goalkeeper,6'2,,Heritage HS,Littleton, Colo
Karl  Josefsson,University of San Francisco,Gr,Defender,6'0,,Sjölins Gymnasium Södermalm,Stockholm, Sweden
Adrian Medina,University of San Francisco,Gr,Midfielder,,,,San Francisco, Calif.
Brayden Beason,University of San Francisco,So,Forward,6'2,,,Keller, Texas
Jaggar Judkins,University of San Francisco,So,Forward,,,Bellarmine Preparatory School,Tacoma, Wash.
Rylan Smith,University of San Francisco,Jr,Defender,6'0,,Highlands Ranch HS,Littleton, Colo.
Zane Alafranji,University of San Francisco,Sr,Forward,5'10,,,Sacramento, Calif.
Kaleb Afsari,University of San Francisco,Jr,Midfielder,,,Jesuit HS,Sacramento, Calif.
Chris Maldonado,University of San Francisco,Jr,Forward,5'8,,Terra Linda HS,San Rafael, Calif.
Max Mair,University of San Francisco,Jr,Forward,6'0,,JSerra Catholic HS,Dana Point, Calif.
Ian Burrows,University of San Francisco,Jr,Goalkeeper,,,,Victoria, British Columbia
Owen Benson,University of San Francisco,Sr,Forward,5'10,,Archie Williams HS,San Anselmo, Calif.
Jaedyn Walters,University of San Francisco,So,Defender,5'10,,McNeil HS,Austin, Texas
Adrian Solis,University of San Francisco,So,Defender,6'0,,,Williams, Calif.
Caleb Gordon,University of San Francisco,So,Defender,6'0,,Murrieta Valley HS,Murrieta, Calif.
David Raphael,University of San Francisco,So,Forward,5'8,,Natomas HS,Port-au-Prince, Haiti
Filip Versterre,University of South Carolina,"Copenhagen, Denmark",GK,6-3,Freshman,,,
Andrew Goldsworthy,University of South Carolina,"Bloomington, Ind.",D,6-2,Fifth Year,Indiana,,
Gabriel Atienza,University of South Carolina,"Sao Paulo, Brazil",D,6-0,Junior,Oral Roberts,,
Junior Saint Juste,University of South Carolina,"Port-au-Prince, Haiti",D,6-1,Junior,,,
William Nilsson,University of South Carolina,"Helsingborg, Sweden",D,6-2,Junior,,,
Mika Habel,University of South Carolina,"Regensburg, Germany",M,5-10,Sophomore,,,
Isaiah Whittaker-Francis,University of South Carolina,"Brampton, Ontario",D,5-11,Sophomore,Drexel,,
Jack Burgess,University of South Carolina,"Hampton, N.H.",M,5-10,Redshirt Junior,Boston College,,
Einar Ness,University of South Carolina,"Tromsdalen, Norway",F,6-2,Sophomore,University of Norway,,
Ethan Ballek,University of South Carolina,"Timnath, Colo.",M,6-0,Junior,Virginia Tech,,
Sebastian Reventlow-Mourier,University of South Carolina,"Viborg, Denmark",M,5-11,Senior,East Tennessee State,,
Jonah Biggar,University of South Carolina,"Greer, S.C.",M,6-3,Sophomore,,,
Camden Kowalski,University of South Carolina,"Mundelein, Ill.",D,6-2,Redshirt Junior,Bradley,,
Alejandro Velazquez-Lopez,University of South Carolina,"Knoxville, Tenn.",M,6-0,Freshman,,,
Sonny Quintanilla,University of South Carolina,"Beaufort, S.C.",D,5-9,Fifth Year,Columbia International,,
Alfie Hughes,University of South Carolina,"Middlesbrough, England",M,5-7,Sophomore,Boston College,,
Martin Yahia,University of South Carolina,"Nuñez, Argentina",F,6-3,Graduate Student,Universidad de Buenos Aires,,
Michael Switala,University of South Carolina,"Park Ridge, Ill.",M,6-2,Junior,Canisius,,
Kieran Karp,University of South Carolina,"Pennington, N.J.",M,6-1,Freshman,,,
Ted Cargill,University of South Carolina,"London, England",M,6-0,Junior,Boston College,,
Nash Skoglund,University of South Carolina,"Dacula, Ga.",GK,6-0,Freshman,,,
Micah Colodny,University of South Carolina,"Colorado Springs, Colo.",M,5-8,Sophomore,,,
Gabe Nickerson,University of South Carolina,"Alpharetta, Ga.",F,5-10,Freshman,,,
Cooper Jennings,University of South Carolina – Upstate,R-So,Goalkeeper,6'1,180,Christian Academy of Myrtle Beach,Murrells Inlet, S.C.
Emmanuel Uwazie,University of South Carolina – Upstate,R-Jr,Goalkeeper,6'5,205,Malcolm Arnold Academy,Capelle aan den IJssel, Netherlands
Elijah Jackson,University of South Carolina – Upstate,Jr,Defender,6'1,172,Northern Guilford High School,Summerfield, N.C.
Jack Thomas,University of South Carolina – Upstate,So,Defender,5'9,155,Hilliard Darby High School,Columbus, Ohio
Pilani Alexander,University of South Carolina – Upstate,Fr,Midfield,6'1,170,Alonso High School,Tampa, Fla.
Daniel Busby,University of South Carolina – Upstate,Fr,Defender,5'10,160,James Island Charter High School,Charleston, S.C.
Luke Halkett,University of South Carolina – Upstate,Jr,Midfielder,6'2,157,Eastside High School,Greer, S.C.
Dario Stadler,University of South Carolina – Upstate,So,Forward,6'1,170,Kantonsschule Baden,Zurich, Switzerland
Thomas Herzog,University of South Carolina – Upstate,So,Midfield,6'0,165,Chaminade High School,Ridge, N.Y.
Adrian Panaite,University of South Carolina – Upstate,So,Forward,6'0,170,Georges Vanier Secondary School,Toronto, Ontario
Fabian Dietrich,University of South Carolina – Upstate,Sr,Midfielder,6'2,176,Wilhelm-Bracke-Gesamtschule,Berlin, Germany
Carlos Lopez,University of South Carolina – Upstate,Jr,Forward,5'7,140,Miami Senior High School,Miami, Fla.
James Hungerbuhler,University of South Carolina – Upstate,R-Fr,Defender,5'9,145,Lassiter High School,Atlanta, Ga.
Kristian Eek,University of South Carolina – Upstate,R-Fr,Goalkeeper,6'0,170,Marvin Ridge High School,Charlotte, N.C.
Petr Loznev,University of South Carolina – Upstate,R-Fr,Defender,6'2,172,South Mecklenburg High School,Charlotte, N.C.
Marcus Wærn,University of South Carolina – Upstate,Jr,Forward,6'2,227,Randers Handelsgymnasium,Randers, Denmark
Carson Hickok,University of South Carolina – Upstate,Sr,Defender,5'11,175,Niceville High School,Destin, Fla.
Anthony Cox,University of South Carolina – Upstate,Sr,Defender,6'0,175,Sir John Leman High School,London, England
Max Edwards,University of South Carolina – Upstate,So,Midfielder,5'10,170,Lincoln High School,Burnley, England
Ezra Hoffman,University of South Carolina – Upstate,So,Forward,5'11,155,Mountain View High School,Dacula, Ga.
Bradyn Cobb,University of South Carolina – Upstate,Fr,Midfield,6'1,167,Oceanside Collegiate Academy,Mount Pleasant, S.C.
Peyton Pressley,University of South Carolina – Upstate,Jr,Forward,5'7,135,Boiling Springs High School,Boiling Springs, S.C.
Ollie  West,University of South Carolina – Upstate,So,Defender,6'2,182,,Hampshire, England
Gabe Conlin,University of South Carolina – Upstate,Fr,Defender,5'8,140,Oceanside Collegiate Academy,Mount Pleasant, S.C.
Shayne Abrams,University of South Carolina – Upstate,Fr,Forward,5'11,145,St. Edmund Campion Catholic Secondary School,Brampton, Ontario
Sam ter Linde,University of South Carolina – Upstate,Fr,Defender,6'3,195,Lake Norman High School,Mooresville, N.C.
Guy Ellis,University of South Carolina – Upstate,Jr,Defender,5'10,160,Legion Academy,Rock Hill, S.C.
Jakob Benz,University of South Carolina – Upstate,R-So,Defender,6'1,185,Cuthbertson High School,Waxhaw, N.C.
Luke Marin,University of South Carolina – Upstate,So,Midfielder,5'6,145,Nation Ford High School,Fort Mill, S.C.
Liam Duggan,University of South Carolina – Upstate,Fr,Midfield,6'0,155,Pickering College,Pickering, Ontario
Alec Myers,University of South Carolina – Upstate,So,Defender,5'8,155,Riverside High School,Greenville, S.C.
Bryan Doig,University of South Carolina – Upstate,Fr,Forward,5'11,165,Lucy Beckham High School,Charleston, S.C.
Dzenan Cerimagic,University of South Carolina – Upstate,So,Forward,6'0,200,Campbell High School,Marietta, Ga.
Mathis Haugen,University of South Florida,Sr,Defender,,,Norwegian School of Athletes,Oslo, Norway
Mikhail Keise,University of South Florida,R-So,Defender,,,Marjory Stoneman Douglas HS,Parkland, Fla.
Pedro Faife,University of South Florida,Jr,Midfielder,,,Miami Senior HS,Miami, Fla.
John Adekunle,University of South Florida,Gr,Forward,,,,Berlin, Germany
Tyler Richardson,University of South Florida,Jr,Midfielder,,,Ponte Vedra HS,Jacksonville, Fla.
Louis Hervouin,University of South Florida,Gr,Midfielder,,,Dupuy De Lôme,Rennes, France
Asher Jones,University of South Florida,So,Midfielder,,,Tampa Prep,Tampa, Fla.
Michael Owens,University of South Florida,Jr,Midfielder,,,Colegio Liceo Naval,Bellingham, Wash.
Marcelo Mondragon,University of South Florida,So,Midfielder,,,Pembroke Pines Charter,Pembroke Pines, Fla.
Kyle Hunnicutt,University of South Florida,So,Forward,,,Booker T Washington,Pensacola, Fla.
Felix Schaefer,University of South Florida,Gr,Goalkeeper,,,John F. Kennedy School (Berlin),Berlin, Germany
Tim Devine,University of South Florida,So,Goalkeeper,,,Holy Ghost Prep,Philadelphia, Pa
Jakob  Auby,University of South Florida,Fr,Wide Forward,,,,Sarpsborg, Norway
João Belmudes,University of South Florida,Sr,Midfielder,,,Colegio Amorim,Tubarao, Brazil
Fabio Bozesan,University of South Florida,Fr,Forward,,,,Würzburg, Germany
Cade Erickson,University of South Florida,Jr,Center Midfielder,,,Groote Schuur / Lambda Institution,Cape Town, South Africa
Kohsuke Fukudome,University of South Florida,Jr,Center Back,,,Kashima Gakuen,Chiba, Japan
Jacobo Gonzalez,University of South Florida,Fr,,,,,,
Joshua Grant,University of South Florida,Fr,Goalkeeper,,,Florida Virtual,Lauderhill, Fla.
Fabian Hilpert,University of South Florida,Fr,Forward,,,Segbroek College,The Hague, The Netherlands
Marcellus McCoy,University of South Florida,Jr,Defender,,,Lake Gibson Senior,Lakeland, Fla.
Brandon Nyagurungo,University of South Florida,Sr,Forward,,,Prince Edward,Harare, Zimbabwe
Nicolas Pietrantonio,University of South Florida,Fr,Defender,,,Laval Senior Academy,Montreal, Canada
Bence Stanciu,University of South Florida,Fr,Striker,,,Bill Crothers Secondary School,Toronto, Ontario
Jahiem Wickham,University of South Florida,Jr,Goalkeeper,,,Toronto FC Academy,Brampton, Canada
Dominic Wilson,University of South Florida,Fr,Forward,,,Cumberland Valley,Mechanicsburg, Pa.
Luka Zujovic,University of South Florida,Fr,Midfielder,,,Tampa Prep,Tampa, Fla.
